PLU,Style,Colour,Size,EAN,Pick Location,ImageURL,FashBCode
0000565001,LKL-612,BROWN/NAP,XXS,-,,,9900005650013
0000565002,LKL-612,BROWN/NAP,XS,-,,,9900005650020
0000565003,LKL-612,BROWN/NAP,S,-,,,9900005650037
0000565004,LKL-612,BROWN/NAP,M,-,,,9900005650044
0000565005,LKL-612,BROWN/NAP,L,-,,,9900005650051
0000565006,LKL-612,BROWN/NAP,XL,-,,,9900005650068
0000565007,LKL-612,BROWN/NAP,2XL,-,,,9900005650075
0000565008,LKL-612,BROWN/NAP,3XL,-,,,9900005650082
0000565009,LKL-612,BROWN/NAP,4XL,-,,,9900005650099
0000565010,LKL-612,BROWN/NAP,5XL,-,,,9900005650105
0000565011,LKL-612,BROWN/NAP,6XL,-,,,9900005650112
0000565012,LKL-612,BROWN/NAP,7XL,-,,,9900005650129
0000565013,LKL-612,BROWN/NAP,8XL,-,,,9900005650136
0000565014,LKL-612,BROWN/NAP,9XL,-,,,9900005650143
0001018900,LKL-672,BLACK/DDY,6,-,,,9900010189003
0001018901,LKL-672,BLACK/DDY,8,-,,,9900010189010
0001018902,LKL-672,BLACK/DDY,10,-,,,9900010189027
0001018903,LKL-672,BLACK/DDY,12,-,,,9900010189034
0001018904,LKL-672,BLACK/DDY,14,-,,,9900010189041
0001018905,LKL-672,BLACK/DDY,16,-,,,9900010189058
0001018906,LKL-672,BLACK/DDY,18,-,,,9900010189065
0001018907,LKL-672,BLACK/DDY,20,-,,,9900010189072
0001018908,LKL-672,BLACK/DDY,22,-,,,9900010189089
0001018909,LKL-672,BLACK/DDY,24,-,,,9900010189096
0001018910,LKL-672,BLACK/DDY,26,-,,,9900010189102
0001018911,LKL-672,BLACK/DDY,28,-,,,9900010189119
0001017700,LKL-672,COGNAC/DDY,6,-,,,9900010177000
0001017701,LKL-672,COGNAC/DDY,8,-,,,9900010177017
0001017702,LKL-672,COGNAC/DDY,10,-,,,9900010177024
0001017703,LKL-672,COGNAC/DDY,12,-,,,9900010177031
0001017704,LKL-672,COGNAC/DDY,14,-,,,9900010177048
0001017705,LKL-672,COGNAC/DDY,16,-,,,9900010177055
0001017706,LKL-672,COGNAC/DDY,18,-,,,9900010177062
0001017707,LKL-672,COGNAC/DDY,20,-,,,9900010177079
0001017708,LKL-672,COGNAC/DDY,22,-,,,9900010177086
0001017709,LKL-672,COGNAC/DDY,24,-,,,9900010177093
0001017710,LKL-672,COGNAC/DDY,26,-,,,9900010177109
0001017711,LKL-672,COGNAC/DDY,28,-,,,9900010177116
0001020100,LKL-672,MID BROWN,6,-,,,9900010201002
0001020101,LKL-672,MID BROWN,8,-,,,9900010201019
0001020102,LKL-672,MID BROWN,10,-,,,9900010201026
0001020103,LKL-672,MID BROWN,12,-,,,9900010201033
0001020104,LKL-672,MID BROWN,14,-,,,9900010201040
0001020105,LKL-672,MID BROWN,16,-,,,9900010201057
0001020106,LKL-672,MID BROWN,18,-,,,9900010201064
0001020107,LKL-672,MID BROWN,20,-,,,9900010201071
0001020108,LKL-672,MID BROWN,22,-,,,9900010201088
0001020109,LKL-672,MID BROWN,24,-,,,9900010201095
0001020110,LKL-672,MID BROWN,26,-,,,9900010201101
0001020111,LKL-672,MID BROWN,28,-,,,9900010201118
0000983200,LKL-709,BLACK/DDY,6,-,,,9900009832002
0000983201,LKL-709,BLACK/DDY,8,-,,,9900009832019
0000983202,LKL-709,BLACK/DDY,10,-,,,9900009832026
0000983203,LKL-709,BLACK/DDY,12,-,,,9900009832033
0000983204,LKL-709,BLACK/DDY,14,-,,,9900009832040
0000983205,LKL-709,BLACK/DDY,16,-,,,9900009832057
0000983206,LKL-709,BLACK/DDY,18,-,,,9900009832064
0000983207,LKL-709,BLACK/DDY,20,-,,,9900009832071
0000983208,LKL-709,BLACK/DDY,22,-,,,9900009832088
0000983209,LKL-709,BLACK/DDY,24,-,,,9900009832095
0000983210,LKL-709,BLACK/DDY,26,-,,,9900009832101
0000983211,LKL-709,BLACK/DDY,28,-,,,9900009832118
0000984400,LKL-709,COGNAC/DDY,6,-,,,9900009844005
0000984401,LKL-709,COGNAC/DDY,8,-,,,9900009844012
0000984402,LKL-709,COGNAC/DDY,10,-,,,9900009844029
0000984403,LKL-709,COGNAC/DDY,12,-,,,9900009844036
0000984404,LKL-709,COGNAC/DDY,14,-,,,9900009844043
0000984405,LKL-709,COGNAC/DDY,16,-,,,9900009844050
0000984406,LKL-709,COGNAC/DDY,18,-,,,9900009844067
0000984407,LKL-709,COGNAC/DDY,20,-,,,9900009844074
0000984408,LKL-709,COGNAC/DDY,22,-,,,9900009844081
0000984409,LKL-709,COGNAC/DDY,24,-,,,9900009844098
0000984410,LKL-709,COGNAC/DDY,26,-,,,9900009844104
0000984411,LKL-709,COGNAC/DDY,28,-,,,9900009844111
0000985600,LKL-709,MID BROWN,6,-,,,9900009856008
0000985601,LKL-709,MID BROWN,8,-,,,9900009856015
0000985602,LKL-709,MID BROWN,10,-,,,9900009856022
0000985603,LKL-709,MID BROWN,12,-,,,9900009856039
0000985604,LKL-709,MID BROWN,14,-,,,9900009856046
0000985605,LKL-709,MID BROWN,16,-,,,9900009856053
0000985606,LKL-709,MID BROWN,18,-,,,9900009856060
0000985607,LKL-709,MID BROWN,20,-,,,9900009856077
0000985608,LKL-709,MID BROWN,22,-,,,9900009856084
0000985609,LKL-709,MID BROWN,24,-,,,9900009856091
0000985610,LKL-709,MID BROWN,26,-,,,9900009856107
0000985611,LKL-709,MID BROWN,28,-,,,9900009856114
0001051100,LKL-710,BLACK/DDY,6,-,,,9900010511002
0001051101,LKL-710,BLACK/DDY,8,-,,,9900010511019
0001051102,LKL-710,BLACK/DDY,10,-,,,9900010511026
0001051103,LKL-710,BLACK/DDY,12,-,,,9900010511033
0001051104,LKL-710,BLACK/DDY,14,-,,,9900010511040
0001051105,LKL-710,BLACK/DDY,16,-,,,9900010511057
0001051106,LKL-710,BLACK/DDY,18,-,,,9900010511064
0001051107,LKL-710,BLACK/DDY,20,-,,,9900010511071
0001051108,LKL-710,BLACK/DDY,22,-,,,9900010511088
0001051109,LKL-710,BLACK/DDY,24,-,,,9900010511095
0001051110,LKL-710,BLACK/DDY,26,-,,,9900010511101
0001051111,LKL-710,BLACK/DDY,28,-,,,9900010511118
0001053500,LKL-710,GRAY,6,-,,,9900010535008
0001053501,LKL-710,GRAY,8,-,,,9900010535015
0001053502,LKL-710,GRAY,10,-,,,9900010535022
0001053503,LKL-710,GRAY,12,-,,,9900010535039
0001053504,LKL-710,GRAY,14,-,,,9900010535046
0001053505,LKL-710,GRAY,16,-,,,9900010535053
0001053506,LKL-710,GRAY,18,-,,,9900010535060
0001053507,LKL-710,GRAY,20,-,,,9900010535077
0001053508,LKL-710,GRAY,22,-,,,9900010535084
0001053509,LKL-710,GRAY,24,-,,,9900010535091
0001053510,LKL-710,GRAY,26,-,,,9900010535107
0001053511,LKL-710,GRAY,28,-,,,9900010535114
0001052300,LKL-710,RED,6,-,,,9900010523005
0001052301,LKL-710,RED,8,-,,,9900010523012
0001052302,LKL-710,RED,10,-,,,9900010523029
0001052303,LKL-710,RED,12,-,,,9900010523036
0001052304,LKL-710,RED,14,-,,,9900010523043
0001052305,LKL-710,RED,16,-,,,9900010523050
0001052306,LKL-710,RED,18,-,,,9900010523067
0001052307,LKL-710,RED,20,-,,,9900010523074
0001052308,LKL-710,RED,22,-,,,9900010523081
0001052309,LKL-710,RED,24,-,,,9900010523098
0001052310,LKL-710,RED,26,-,,,9900010523104
0001052311,LKL-710,RED,28,-,,,9900010523111
0001034100,LKL-719,BLACK/DDY,6,-,,,9900010341005
0001034101,LKL-719,BLACK/DDY,8,-,,,9900010341012
0001034102,LKL-719,BLACK/DDY,10,-,,,9900010341029
0001034103,LKL-719,BLACK/DDY,12,-,,,9900010341036
0001034104,LKL-719,BLACK/DDY,14,-,,,9900010341043
0001034105,LKL-719,BLACK/DDY,16,-,,,9900010341050
0001034106,LKL-719,BLACK/DDY,18,-,,,9900010341067
0001034107,LKL-719,BLACK/DDY,20,-,,,9900010341074
0001034108,LKL-719,BLACK/DDY,22,-,,,9900010341081
0001034109,LKL-719,BLACK/DDY,24,-,,,9900010341098
0001034110,LKL-719,BLACK/DDY,26,-,,,9900010341104
0001034111,LKL-719,BLACK/DDY,28,-,,,9900010341111
0001035300,LKL-719,MID BROWN,6,-,,,9900010353008
0001035301,LKL-719,MID BROWN,8,-,,,9900010353015
0001035302,LKL-719,MID BROWN,10,-,,,9900010353022
0001035303,LKL-719,MID BROWN,12,-,,,9900010353039
0001035304,LKL-719,MID BROWN,14,-,,,9900010353046
0001035305,LKL-719,MID BROWN,16,-,,,9900010353053
0001035306,LKL-719,MID BROWN,18,-,,,9900010353060
0001035307,LKL-719,MID BROWN,20,-,,,9900010353077
0001035308,LKL-719,MID BROWN,22,-,,,9900010353084
0001035309,LKL-719,MID BROWN,24,-,,,9900010353091
0001035310,LKL-719,MID BROWN,26,-,,,9900010353107
0001035311,LKL-719,MID BROWN,28,-,,,9900010353114
0000979600,LKL-722,BLACK/DDY,6,-,,,9900009796007
0000979601,LKL-722,BLACK/DDY,8,-,,,9900009796014
0000979602,LKL-722,BLACK/DDY,10,-,,,9900009796021
0000979603,LKL-722,BLACK/DDY,12,-,,,9900009796038
0000979604,LKL-722,BLACK/DDY,14,-,,,9900009796045
0000979605,LKL-722,BLACK/DDY,16,-,,,9900009796052
0000979606,LKL-722,BLACK/DDY,18,-,,,9900009796069
0000979607,LKL-722,BLACK/DDY,20,-,,,9900009796076
0000979608,LKL-722,BLACK/DDY,22,-,,,9900009796083
0000979609,LKL-722,BLACK/DDY,24,-,,,9900009796090
0000979610,LKL-722,BLACK/DDY,26,-,,,9900009796106
0000979611,LKL-722,BLACK/DDY,28,-,,,9900009796113
0001057800,LKL-722,MID BROWN,6,-,,,9900010578005
0001057801,LKL-722,MID BROWN,8,-,,,9900010578012
0001057802,LKL-722,MID BROWN,10,-,,,9900010578029
0001057803,LKL-722,MID BROWN,12,-,,,9900010578036
0001057804,LKL-722,MID BROWN,14,-,,,9900010578043
0001057805,LKL-722,MID BROWN,16,-,,,9900010578050
0001057806,LKL-722,MID BROWN,18,-,,,9900010578067
0001057807,LKL-722,MID BROWN,20,-,,,9900010578074
0001057808,LKL-722,MID BROWN,22,-,,,9900010578081
0001057809,LKL-722,MID BROWN,24,-,,,9900010578098
0001057810,LKL-722,MID BROWN,26,-,,,9900010578104
0001057811,LKL-722,MID BROWN,28,-,,,9900010578111
0000960500,LKL-738,BLACK/DDY,6,-,,,9900009605002
0000960501,LKL-738,BLACK/DDY,8,-,,,9900009605019
0000960502,LKL-738,BLACK/DDY,10,-,,,9900009605026
0000960503,LKL-738,BLACK/DDY,12,-,,,9900009605033
0000960504,LKL-738,BLACK/DDY,14,-,,,9900009605040
0000960505,LKL-738,BLACK/DDY,16,-,,,9900009605057
0000960506,LKL-738,BLACK/DDY,18,-,,,9900009605064
0000960507,LKL-738,BLACK/DDY,20,-,,,9900009605071
0000960508,LKL-738,BLACK/DDY,22,-,,,9900009605088
0000960509,LKL-738,BLACK/DDY,24,-,,,9900009605095
0000960510,LKL-738,BLACK/DDY,26,-,,,9900009605101
0000960511,LKL-738,BLACK/DDY,28,-,,,9900009605118
0000961700,LKL-738,COGNAC/DDY,6,-,,,9900009617005
0000961701,LKL-738,COGNAC/DDY,8,-,,,9900009617012
0000961702,LKL-738,COGNAC/DDY,10,-,,,9900009617029
0000961703,LKL-738,COGNAC/DDY,12,-,,,9900009617036
0000961704,LKL-738,COGNAC/DDY,14,-,,,9900009617043
0000961705,LKL-738,COGNAC/DDY,16,-,,,9900009617050
0000961706,LKL-738,COGNAC/DDY,18,-,,,9900009617067
0000961707,LKL-738,COGNAC/DDY,20,-,,,9900009617074
0000961708,LKL-738,COGNAC/DDY,22,-,,,9900009617081
0000961709,LKL-738,COGNAC/DDY,24,-,,,9900009617098
0000961710,LKL-738,COGNAC/DDY,26,-,,,9900009617104
0000961711,LKL-738,COGNAC/DDY,28,-,,,9900009617111
0000193700,LKM-234,TAN/WAXY,XXXS,-,,,9900001937002
0000193701,LKM-234,TAN/WAXY,XXS,-,,,9900001937019
0000193702,LKM-234,TAN/WAXY,XS,-,,,9900001937026
0000193703,LKM-234,TAN/WAXY,S,-,,,9900001937033
0000193704,LKM-234,TAN/WAXY,M,-,,,9900001937040
0000193705,LKM-234,TAN/WAXY,L,-,,,9900001937057
0000193706,LKM-234,TAN/WAXY,XL,-,,,9900001937064
0000193707,LKM-234,TAN/WAXY,2XL,-,,,9900001937071
0000193708,LKM-234,TAN/WAXY,3XL,-,,,9900001937088
0000193709,LKM-234,TAN/WAXY,4XL,-,,,9900001937095
0000193710,LKM-234,TAN/WAXY,5XL,-,,,9900001937101
0000193711,LKM-234,TAN/WAXY,6XL,-,,,9900001937118
0000193712,LKM-234,TAN/WAXY,7XL,-,,,9900001937125
0000193713,LKM-234,TAN/WAXY,8XL,-,,,9900001937132
0000193714,LKM-234,TAN/WAXY,9XL,-,,,9900001937149
0000349100,LKM-375,BLACK/NAP,XXXS,-,,,9900003491007
0000349101,LKM-375,BLACK/NAP,XXS,-,,,9900003491014
0000349102,LKM-375,BLACK/NAP,XS,-,,,9900003491021
0000349103,LKM-375,BLACK/NAP,S,-,,,9900003491038
0000349104,LKM-375,BLACK/NAP,M,-,,,9900003491045
0000349105,LKM-375,BLACK/NAP,L,-,,,9900003491052
0000349106,LKM-375,BLACK/NAP,XL,-,,,9900003491069
0000349107,LKM-375,BLACK/NAP,2XL,-,,,9900003491076
0000349108,LKM-375,BLACK/NAP,3XL,-,,,9900003491083
0000349109,LKM-375,BLACK/NAP,4XL,-,,,9900003491090
0000349110,LKM-375,BLACK/NAP,5XL,-,,,9900003491106
0000349111,LKM-375,BLACK/NAP,6XL,-,,,9900003491113
0000349112,LKM-375,BLACK/NAP,7XL,-,,,9900003491120
0000349113,LKM-375,BLACK/NAP,8XL,-,,,9900003491137
0000349114,LKM-375,BLACK/NAP,9XL,-,,,9900003491144
0000171300,LKM-441,BLACK/NAP,XXXS,-,,,9900001713002
0000171301,LKM-441,BLACK/NAP,XXS,-,,,9900001713019
0000171302,LKM-441,BLACK/NAP,XS,-,,,9900001713026
0000171303,LKM-441,BLACK/NAP,S,-,,,9900001713033
0000171304,LKM-441,BLACK/NAP,M,-,,,9900001713040
0000171305,LKM-441,BLACK/NAP,L,-,,,9900001713057
0000171306,LKM-441,BLACK/NAP,XL,-,,,9900001713064
0000171307,LKM-441,BLACK/NAP,2XL,-,,,9900001713071
0000171308,LKM-441,BLACK/NAP,3XL,-,,,9900001713088
0000171309,LKM-441,BLACK/NAP,4XL,-,,,9900001713095
0000171310,LKM-441,BLACK/NAP,5XL,-,,,9900001713101
0000171311,LKM-441,BLACK/NAP,6XL,-,,,9900001713118
0000171312,LKM-441,BLACK/NAP,7XL,-,,,9900001713125
0000171313,LKM-441,BLACK/NAP,8XL,-,,,9900001713132
0000171314,LKM-441,BLACK/NAP,9XL,-,,,9900001713149
0003611300,LLOYD,BLACK,,-,,,9900036113006
0002266600,L-LYCRA SHIRT,BLACK,6,-,,,9900022666004
0002266601,L-LYCRA SHIRT,BLACK,8,-,,,9900022666011
0002266602,L-LYCRA SHIRT,BLACK,10,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666028
0002266603,L-LYCRA SHIRT,BLACK,12,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666035
0002266604,L-LYCRA SHIRT,BLACK,14,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666042
0002266605,L-LYCRA SHIRT,BLACK,16,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666059
0002266606,L-LYCRA SHIRT,BLACK,18,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666066
0002266607,L-LYCRA SHIRT,BLACK,20,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666073
0002266608,L-LYCRA SHIRT,BLACK,22,-,Z-74,https://www.leathercompany.co.uk/images/products/zoom/1464966789-60698800.png,9900022666080
0002266609,L-LYCRA SHIRT,BLACK,24,-,,,9900022666097
0002266610,L-LYCRA SHIRT,BLACK,26,-,,,9900022666103
0002266611,L-LYCRA SHIRT,BLACK,28,-,,,9900022666110
0005919700,logan,BLACK,ONE SIZE,5056798458016,B-09B,https://www.leathercompany.co.uk/images/products/zoom/1760609923-36314900.jpg,-
0005919800,logan,CHESTNUT,ONE SIZE,5056798458023,B-09B,https://www.leathercompany.co.uk/images/products/zoom/1760457558-23882700.jpg,-
0005436900,london,BLACK,ONE SIZE,5056798415248,K-09,https://www.leathercompany.co.uk/images/products/zoom/1739980755-98333200.jpg,9900054369003
0005437000,london,BLUSH,ONE SIZE,5056798415279,K-09,https://www.leathercompany.co.uk/images/products/zoom/1739980780-97945600.jpg,9900054370009
0005437100,london,COGNAC,ONE SIZE,5056798415255,K-09,https://www.leathercompany.co.uk/images/products/zoom/1739980768-24365600.jpg,9900054371006
0005437200,london,FERN,ONE SIZE,5056798415286,K-09,https://www.leathercompany.co.uk/images/products/zoom/1739980794-35522000.jpg,9900054372003
0005437300,london,HOT PINK,ONE SIZE,5056798415262,K-09,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,9900054373000
0004202100,LONG LINE BIKER,BLACK,6,-,,,9900042021005
0004202101,LONG LINE BIKER,BLACK,8,5056798407755,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021012
0004202102,LONG LINE BIKER,BLACK,10,5056798407762,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021029
0004202103,LONG LINE BIKER,BLACK,12,5056798407779,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021036
0004202104,LONG LINE BIKER,BLACK,14,5056798407786,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021043
0004202105,LONG LINE BIKER,BLACK,16,5056798407793,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021050
0004202106,LONG LINE BIKER,BLACK,18,5056798407809,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021067
0004202107,LONG LINE BIKER,BLACK,20,5056798407816,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021074
0004202108,LONG LINE BIKER,BLACK,22,5056798407823,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021081
0004202109,LONG LINE BIKER,BLACK,24,5056798407830,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713275692-28992500.jpg,9900042021098
0004202110,LONG LINE BIKER,BLACK,26,-,,,9900042021104
0004202111,LONG LINE BIKER,BLACK,28,-,,,9900042021111
0005125000,LONG LINE BIKER,INK BLUE,6,-,,,9900051250007
0005125001,LONG LINE BIKER,INK BLUE,8,5056798407847,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250014
0005125002,LONG LINE BIKER,INK BLUE,10,5056798407854,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250021
0005125003,LONG LINE BIKER,INK BLUE,12,5056798407861,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250038
0005125004,LONG LINE BIKER,INK BLUE,14,5056798407878,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250045
0005125005,LONG LINE BIKER,INK BLUE,16,5056798407885,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250052
0005125006,LONG LINE BIKER,INK BLUE,18,5056798407892,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250069
0005125007,LONG LINE BIKER,INK BLUE,20,5056798407908,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250076
0005125008,LONG LINE BIKER,INK BLUE,22,5056798407915,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250083
0005125009,LONG LINE BIKER,INK BLUE,24,5056798407922,Z-53,https://www.leathercompany.co.uk/images/products/zoom/1713276853-75116500.jpg,9900051250090
0005125010,LONG LINE BIKER,INK BLUE,26,-,,,9900051250106
0005125011,LONG LINE BIKER,INK BLUE,28,-,,,9900051250113
0000579000,LOT 78 PLAIN,BLACK/NAP,XXXS,-,,,9900005790009
0000579001,LOT 78 PLAIN,BLACK/NAP,XXS,-,,,9900005790016
0000579002,LOT 78 PLAIN,BLACK/NAP,XS,-,,,9900005790023
0000579003,LOT 78 PLAIN,BLACK/NAP,S,-,,,9900005790030
0000579004,LOT 78 PLAIN,BLACK/NAP,M,-,,,9900005790047
0000579005,LOT 78 PLAIN,BLACK/NAP,L,-,,,9900005790054
0000579006,LOT 78 PLAIN,BLACK/NAP,XL,-,,,9900005790061
0000579007,LOT 78 PLAIN,BLACK/NAP,2XL,-,,,9900005790078
0000579008,LOT 78 PLAIN,BLACK/NAP,3XL,-,,,9900005790085
0000579009,LOT 78 PLAIN,BLACK/NAP,4XL,-,,,9900005790092
0000579010,LOT 78 PLAIN,BLACK/NAP,5XL,-,,,9900005790108
0000579011,LOT 78 PLAIN,BLACK/NAP,6XL,-,,,9900005790115
0000579012,LOT 78 PLAIN,BLACK/NAP,7XL,-,,,9900005790122
0000579013,LOT 78 PLAIN,BLACK/NAP,8XL,-,,,9900005790139
0000579014,LOT 78 PLAIN,BLACK/NAP,9XL,-,,,9900005790146
0004470800,LOU,BRANDY/BEIGE,ONE SIZE,-,A-20E,https://www.leathercompany.co.uk/images/products/1660837604-08808700.jpg,9900044708003
0004470900,LOU,BROWN,ONE SIZE,5060821288068,A-20E,https://www.leathercompany.co.uk/images/products/1660837714-31340000.jpg,9900044709000
0003841400,LP 24,BLACK,6,-,,,9900038414002
0003841401,LP 24,BLACK,8,-,,,9900038414019
0003841402,LP 24,BLACK,10,-,,,9900038414026
0003841403,LP 24,BLACK,12,-,,,9900038414033
0003841404,LP 24,BLACK,14,-,,,9900038414040
0003841405,LP 24,BLACK,16,-,,,9900038414057
0003841406,LP 24,BLACK,18,-,,,9900038414064
0003841407,LP 24,BLACK,20,-,,,9900038414071
0003841408,LP 24,BLACK,22,-,,,9900038414088
0003841409,LP 24,BLACK,24,-,,,9900038414095
0003841410,LP 24,BLACK,26,-,,,9900038414101
0003841411,LP 24,BLACK,28,-,,,9900038414118
0003843800,LP 24,BLACK/BRISSA,6,-,,,9900038438008
0003843801,LP 24,BLACK/BRISSA,8,-,,,9900038438015
0003843802,LP 24,BLACK/BRISSA,10,-,,,9900038438022
0003843803,LP 24,BLACK/BRISSA,12,-,,,9900038438039
0003843804,LP 24,BLACK/BRISSA,14,-,Z-75,https://www.leathercompany.co.uk/images/products/1581607960-68391100.jpg,9900038438046
0003843805,LP 24,BLACK/BRISSA,16,-,Z-75,https://www.leathercompany.co.uk/images/products/1581607960-68391100.jpg,9900038438053
0003843806,LP 24,BLACK/BRISSA,18,-,,,9900038438060
0003843807,LP 24,BLACK/BRISSA,20,-,,,9900038438077
0003843808,LP 24,BLACK/BRISSA,22,-,,,9900038438084
0003843809,LP 24,BLACK/BRISSA,24,-,,,9900038438091
0003843810,LP 24,BLACK/BRISSA,26,-,,,9900038438107
0003843811,LP 24,BLACK/BRISSA,28,-,,,9900038438114
0003840200,LP 25,KHAKI,6,-,,,9900038402009
0003840201,LP 25,KHAKI,8,-,,,9900038402016
0003840202,LP 25,KHAKI,10,-,,https://www.leathercompany.co.uk/images/products/1581530043-19721100.jpg,9900038402023
0003840203,LP 25,KHAKI,12,-,,https://www.leathercompany.co.uk/images/products/1581530043-19721100.jpg,9900038402030
0003840204,LP 25,KHAKI,14,-,,https://www.leathercompany.co.uk/images/products/1581530043-19721100.jpg,9900038402047
0003840205,LP 25,KHAKI,16,-,,https://www.leathercompany.co.uk/images/products/1581530043-19721100.jpg,9900038402054
0003840206,LP 25,KHAKI,18,-,,https://www.leathercompany.co.uk/images/products/1581530043-19721100.jpg,9900038402061
0003840207,LP 25,KHAKI,20,-,,,9900038402078
0003840208,LP 25,KHAKI,22,-,,,9900038402085
0003840209,LP 25,KHAKI,24,-,,,9900038402092
0003840210,LP 25,KHAKI,26,-,,,9900038402108
0003840211,LP 25,KHAKI,28,-,,,9900038402115
0003836600,LP 26,BROWN,6,-,,,9900038366004
0003836601,LP 26,BROWN,8,-,,,9900038366011
0003836602,LP 26,BROWN,10,-,,,9900038366028
0003836603,LP 26,BROWN,12,-,,,9900038366035
0003836604,LP 26,BROWN,14,-,,,9900038366042
0003836605,LP 26,BROWN,16,-,,,9900038366059
0003836606,LP 26,BROWN,18,-,,,9900038366066
0003836607,LP 26,BROWN,20,-,,,9900038366073
0003836608,LP 26,BROWN,22,-,,,9900038366080
0003836609,LP 26,BROWN,24,-,,,9900038366097
0003836610,LP 26,BROWN,26,-,,,9900038366103
0003836611,LP 26,BROWN,28,-,,,9900038366110
0003837800,LP 26,GRAY,6,-,,,9900038378007
0003837801,LP 26,GRAY,8,-,,,9900038378014
0003837802,LP 26,GRAY,10,-,Z-75,https://www.leathercompany.co.uk/images/products/1581608396-80463300.jpg,9900038378021
0003837803,LP 26,GRAY,12,-,Z-75,https://www.leathercompany.co.uk/images/products/1581608396-80463300.jpg,9900038378038
0003837804,LP 26,GRAY,14,-,Z-75,https://www.leathercompany.co.uk/images/products/1581608396-80463300.jpg,9900038378045
0003837805,LP 26,GRAY,16,-,Z-75,https://www.leathercompany.co.uk/images/products/1581608396-80463300.jpg,9900038378052
0003837806,LP 26,GRAY,18,-,Z-75,https://www.leathercompany.co.uk/images/products/1581608396-80463300.jpg,9900038378069
0003837807,LP 26,GRAY,20,-,,,9900038378076
